Deck,Count,Share,Score,Win_Percentage,Deck_links
Mewtwo ex Azelf,1,0.00%,0 - 1 - 0,0.00%,/decks/mewtwo-ex-a1-azelf-a2?game=POCKET&format=standard&set=A2a
Leafeon ex Heracross,1,0.00%,0 - 2 - 0,0.00%,/decks/leafeon-ex-heracross-a2a?game=POCKET&format=standard&set=A2a
Pachirisu ex Magneton,1,0.00%,0 - 1 - 0,0.00%,/decks/pachirisu-ex-a2-magneton-a1?game=POCKET&format=standard&set=A2a
Exeggutor ex Rampardos,1,0.00%,0 - 3 - 0,0.00%,/decks/exeggutor-ex-a1-rampardos-a2?game=POCKET&format=standard&set=A2a
Leafeon ex Sudowoodo,1,0.00%,0 - 1 - 0,0.00%,/decks/leafeon-ex-sudowoodo-a2a?game=POCKET&format=standard&set=A2a
Crobat Eevee,1,0.00%,0 - 3 - 0,0.00%,/decks/crobat-a2a-eevee-a1a?game=POCKET&format=standard&set=A2a
Marowak ex Celebi ex,1,0.00%,0 - 2 - 0,0.00%,/decks/marowak-ex-a1-celebi-ex-a1a?game=POCKET&format=standard&set=A2a
Staraptor Cherrim,1,0.00%,0 - 2 - 0,0.00%,/decks/staraptor-cherrim-a2a?game=POCKET&format=standard&set=A2a
Bronzong Bisharp,1,0.00%,0 - 3 - 0,0.00%,/decks/bronzong-a2a-bisharp-a1?game=POCKET&format=standard&set=A2a
Aerodactyl ex Greninja,1,0.00%,0 - 3 - 0,0.00%,/decks/aerodactyl-ex-a1a-greninja-a1?game=POCKET&format=standard&set=A2a
Mow Rotom Heat Rotom,1,0.00%,0 - 2 - 0,0.00%,/decks/mow-rotom-heat-rotom-a2?game=POCKET&format=standard&set=A2a
Arceus ex Shaymin,1,0.00%,0 - 3 - 0,0.00%,/decks/arceus-ex-a2a-shaymin-a2?game=POCKET&format=standard&set=A2a
Staraptor Heracross,1,0.00%,0 - 2 - 0,0.00%,/decks/staraptor-p-a-heracross-a2a?game=POCKET&format=standard&set=A2a
Gallade ex Kangaskhan,1,0.00%,0 - 2 - 0,0.00%,/decks/gallade-ex-a2-kangaskhan-a1?game=POCKET&format=standard&set=A2a
Luxray Spiritomb,1,0.00%,0 - 1 - 0,0.00%,/decks/luxray-spiritomb-a2?game=POCKET&format=standard&set=A2a
Darkrai ex Mienshao,1,0.00%,0 - 2 - 0,0.00%,/decks/darkrai-ex-a2-mienshao-a1?game=POCKET&format=standard&set=A2a
Leafeon ex Serperior,1,0.00%,0 - 1 - 0,0.00%,/decks/leafeon-ex-a2a-serperior-a1a?game=POCKET&format=standard&set=A2a
Zapdos ex Raichu,1,0.00%,0 - 2 - 0,0.00%,/decks/zapdos-ex-raichu-a1?game=POCKET&format=standard&set=A2a
Glaceon ex Snorlax,1,0.00%,0 - 2 - 0,0.00%,/decks/glaceon-ex-snorlax-a2a?game=POCKET&format=standard&set=A2a
Exeggutor ex Victreebel,1,0.00%,0 - 1 - 0,0.00%,/decks/exeggutor-ex-victreebel-a1?game=POCKET&format=standard&set=A2a
Golduck Omastar,1,0.00%,0 - 2 - 0,0.00%,/decks/golduck-omastar-a1?game=POCKET&format=standard&set=A2a
Infernape ex Hypno,1,0.00%,0 - 2 - 0,0.00%,/decks/infernape-ex-a2-hypno-a1?game=POCKET&format=standard&set=A2a
Gengar ex Psyduck,1,0.00%,0 - 1 - 0,0.00%,/decks/gengar-ex-psyduck-a1?game=POCKET&format=standard&set=A2a
Tyranitar,1,0.00%,0 - 2 - 0,0.00%,/decks/tyranitar-a2a?game=POCKET&format=standard&set=A2a
Exeggutor ex Bidoof,1,0.00%,0 - 1 - 0,0.00%,/decks/exeggutor-ex-a1-bidoof-a2?game=POCKET&format=standard&set=A2a
Aerodactyl Fan Rotom,1,0.00%,0 - 3 - 0,0.00%,/decks/aerodactyl-a1-fan-rotom-a2?game=POCKET&format=standard&set=A2a
Crobat Heatran,1,0.00%,0 - 1 - 0,0.00%,/decks/crobat-heatran-a2a?game=POCKET&format=standard&set=A2a
Greninja Tentacruel,1,0.00%,0 - 2 - 0,0.00%,/decks/greninja-tentacruel-a1?game=POCKET&format=standard&set=A2a
Raichu Electivire,1,0.00%,0 - 2 - 0,0.00%,/decks/raichu-a2a-electivire-a2?game=POCKET&format=standard&set=A2a
Pidgeot ex Zapdos ex,1,0.00%,0 - 2 - 0,0.00%,/decks/pidgeot-ex-a1a-zapdos-ex-a1?game=POCKET&format=standard&set=A2a
Venusaur ex Pinsir,1,0.00%,0 - 2 - 0,0.00%,/decks/venusaur-ex-pinsir-a1?game=POCKET&format=standard&set=A2a
Magnezone Lucario,1,0.00%,0 - 4 - 0,0.00%,/decks/magnezone-lucario-a2?game=POCKET&format=standard&set=A2a
Nidoking Arbok,1,0.00%,0 - 2 - 0,0.00%,/decks/nidoking-arbok-a1?game=POCKET&format=standard&set=A2a
Greninja Lapras ex,1,0.00%,0 - 2 - 0,0.00%,/decks/greninja-a1-lapras-ex-p-a?game=POCKET&format=standard&set=A2a
Dialga ex Greninja,1,0.00%,0 - 2 - 0,0.00%,/decks/dialga-ex-a2-greninja-a1?game=POCKET&format=standard&set=A2a
Leafeon Vespiquen,1,0.00%,0 - 1 - 0,0.00%,/decks/leafeon-vespiquen-a2?game=POCKET&format=standard&set=A2a
Celebi ex Beedrill,1,0.00%,0 - 2 - 0,0.00%,/decks/celebi-ex-a1a-beedrill-a1?game=POCKET&format=standard&set=A2a
Articuno ex Dialga ex,1,0.00%,0 - 1 - 0,0.00%,/decks/articuno-ex-a1-dialga-ex-a2?game=POCKET&format=standard&set=A2a
Yanmega ex Lilligant,1,0.00%,0 - 1 - 1,0.00%,/decks/yanmega-ex-a2-lilligant-a1?game=POCKET&format=standard&set=A2a
Weavile ex Honchkrow,1,0.00%,0 - 2 - 0,0.00%,/decks/weavile-ex-honchkrow-a2?game=POCKET&format=standard&set=A2a
Vespiquen Beedrill,1,0.00%,0 - 1 - 0,0.00%,/decks/vespiquen-a2a-beedrill-a1?game=POCKET&format=standard&set=A2a
Mew ex Mewtwo ex,1,0.00%,0 - 2 - 0,0.00%,/decks/mew-ex-a1a-mewtwo-ex-a1?game=POCKET&format=standard&set=A2a
Arcanine ex Leafeon ex,1,0.00%,0 - 2 - 0,0.00%,/decks/arcanine-ex-a1-leafeon-ex-a2a?game=POCKET&format=standard&set=A2a
Meowth Snorlax,1,0.00%,0 - 2 - 0,0.00%,/decks/meowth-a1-snorlax-a2a?game=POCKET&format=standard&set=A2a
Wigglytuff ex Magcargo,1,0.00%,0 - 3 - 0,0.00%,/decks/wigglytuff-ex-a1-magcargo-a2?game=POCKET&format=standard&set=A2a
Yanmega ex Starmie ex,1,0.00%,0 - 3 - 0,0.00%,/decks/yanmega-ex-a2-starmie-ex-a1?game=POCKET&format=standard&set=A2a
Marowak ex Donphan,1,0.00%,0 - 3 - 1,0.00%,/decks/marowak-ex-a1-donphan-a2a?game=POCKET&format=standard&set=A2a
Machamp ex Primeape,1,0.00%,0 - 3 - 1,0.00%,/decks/machamp-ex-a1-primeape-a1a?game=POCKET&format=standard&set=A2a
Garchomp Greninja,1,0.00%,0 - 2 - 0,0.00%,/decks/garchomp-a2-greninja-a1?game=POCKET&format=standard&set=A2a
Exeggutor ex Shiinotic,1,0.00%,0 - 2 - 0,0.00%,/decks/exeggutor-ex-a1-shiinotic-a1a?game=POCKET&format=standard&set=A2a
Glaceon ex Garchomp ex,1,0.00%,0 - 1 - 0,0.00%,/decks/glaceon-ex-garchomp-ex-a2a?game=POCKET&format=standard&set=A2a
Dialga ex Gastly,1,0.00%,0 - 3 - 0,0.00%,/decks/dialga-ex-a2-gastly-a2a?game=POCKET&format=standard&set=A2a
Weezing Arceus ex,1,0.00%,0 - 1 - 0,0.00%,/decks/weezing-a1-arceus-ex-a2a?game=POCKET&format=standard&set=A2a
Cloyster Lumineon,1,0.00%,0 - 2 - 0,0.00%,/decks/cloyster-a1-lumineon-a1a?game=POCKET&format=standard&set=A2a
Pidgeot ex Donphan,1,0.00%,0 - 1 - 0,0.00%,/decks/pidgeot-ex-a1a-donphan-a2a?game=POCKET&format=standard&set=A2a
Staraptor Arceus ex,1,0.00%,0 - 1 - 0,0.00%,/decks/staraptor-p-a-arceus-ex-a2a?game=POCKET&format=standard&set=A2a
Gyarados ex Ditto,1,0.00%,0 - 0 - 0,NaN%,/decks/gyarados-ex-a1a-ditto-a1?game=POCKET&format=standard&set=A2a
Garchomp Unown,1,0.00%,0 - 0 - 0,NaN%,/decks/garchomp-a2-unown-a2a?game=POCKET&format=standard&set=A2a
Exeggutor Heracross,1,0.00%,0 - 0 - 0,NaN%,/decks/exeggutor-a1-heracross-a2a?game=POCKET&format=standard&set=A2a
Mew ex Mismagius ex,1,0.00%,0 - 0 - 0,NaN%,/decks/mew-ex-a1a-mismagius-ex-a2?game=POCKET&format=standard&set=A2a
Leafeon ex Bronzong,1,0.00%,0 - 0 - 0,NaN%,/decks/leafeon-ex-bronzong-a2a?game=POCKET&format=standard&set=A2a
Arceus ex Lilligant,1,0.00%,0 - 0 - 0,NaN%,/decks/arceus-ex-a2a-lilligant-a1?game=POCKET&format=standard&set=A2a
Gallade ex Dugtrio,1,0.00%,0 - 0 - 0,NaN%,/decks/gallade-ex-a2-dugtrio-a1?game=POCKET&format=standard&set=A2a
Mismagius ex Alakazam,1,0.00%,0 - 0 - 0,NaN%,/decks/mismagius-ex-a2-alakazam-a1?game=POCKET&format=standard&set=A2a
Butterfree Tangrowth,1,0.00%,0 - 0 - 0,NaN%,/decks/butterfree-a1-tangrowth-a2?game=POCKET&format=standard&set=A2a
